review_priority,input,expected_en,out_no_context,out_after_english,ok_no_context,ok_after_english,subcase,reason,suite_hint,in_ctx_whitelist,in_collision_table,len,suite_category,suite_severity,suite_notes,case_variant_of
P1_restored_but_suite_says_never,Been,Been,Bên,Been,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Bên"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"been""""; modifier key phai case-insensitive, output phai giu case goc""",BEEN
P1_restored_but_suite_says_never,been,been,bên,been,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"bên"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"bên""""; can whitelist hoac context""",BEEN
P1_restored_but_suite_says_never,CARS,CARS,CARS,CARS,1,1,ok_both,-,never,0,1,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"CÁ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"cars""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,Cars,Cars,Cars,Cars,1,1,ok_both,-,never,0,1,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Cá"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"cars""""; modifier key phai case-insensitive, output phai giu case goc""",CARS
P1_restored_but_suite_says_never,cars,cars,cars,cars,1,1,ok_both,-,never,0,1,4,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"cá"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"cá""""; can whitelist hoac context""",CARS
P1_restored_but_suite_says_never,CHARTS,CHARTS,CHARTS,CHARTS,1,1,ok_both,-,never,0,1,6,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"CHÁT"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"charts""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,Charts,Charts,Charts,Charts,1,1,ok_both,-,never,0,1,6,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Chát"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"charts""""; modifier key phai case-insensitive, output phai giu case goc""",CHARTS
P1_restored_but_suite_says_never,charts,charts,charts,charts,1,1,ok_both,-,never,0,1,6,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"chát"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"chát""""; can whitelist hoac context""",CHARTS
P1_restored_but_suite_says_never,DOWN,DOWN,DOWN,DOWN,1,1,ok_both,-,never,1,1,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"DƠN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"down""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,Down,Down,Down,Down,1,1,ok_both,-,never,1,1,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Dơn"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"down""""; modifier key phai case-insensitive, output phai giu case goc""",DOWN
P1_restored_but_suite_says_never,down,down,down,down,1,1,ok_both,-,never,1,1,4,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"dơn"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"dơn""""; can whitelist hoac context""",DOWN
P1_restored_but_suite_says_never,her,her,her,her,1,1,ok_both,-,never,1,1,3,collision_vn_syllable,medium,"never,""restore se lam tu tieng Viet """"hẻ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra syllable tieng Viet hop le """"hẻ""""""",
P1_restored_but_suite_says_never,HIS,HIS,HÍ,HIS,0,1,ctx_fixes,-,never,1,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"HÍ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"his""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,His,His,Hí,His,0,1,ctx_fixes,-,never,1,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Hí"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"his""""; modifier key phai case-insensitive, output phai giu case goc""",HIS
P1_restored_but_suite_says_never,his,his,hí,his,0,1,ctx_fixes,-,never,1,0,3,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"hí"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"hí""""; can whitelist hoac context""",HIS
P1_restored_but_suite_says_never,HOW,HOW,HƠ,HOW,0,1,ctx_fixes,-,never,1,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"HƠ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"how""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,How,How,Hơ,How,0,1,ctx_fixes,-,never,1,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Hơ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"how""""; modifier key phai case-insensitive, output phai giu case goc""",HOW
P1_restored_but_suite_says_never,how,how,hơ,how,0,1,ctx_fixes,-,never,1,0,3,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"hơ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"hơ""""; can whitelist hoac context""",HOW
P1_restored_but_suite_says_never,LOW,LOW,LƠ,LOW,0,1,ctx_fixes,-,never,1,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"LƠ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"low""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,Low,Low,Lơ,Low,0,1,ctx_fixes,-,never,1,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Lơ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"low""""; modifier key phai case-insensitive, output phai giu case goc""",LOW
P1_restored_but_suite_says_never,low,low,lơ,low,0,1,ctx_fixes,-,never,1,0,3,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"lơ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"lơ""""; can whitelist hoac context""",LOW
P1_restored_but_suite_says_never,NOR,NOR,NỎ,NOR,0,1,ctx_fixes,-,never,1,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"NỎ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"nor""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,Nor,Nor,Nỏ,Nor,0,1,ctx_fixes,-,never,1,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Nỏ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"nor""""; modifier key phai case-insensitive, output phai giu case goc""",NOR
P1_restored_but_suite_says_never,nor,nor,nỏ,nor,0,1,ctx_fixes,-,never,1,0,3,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"nỏ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"nỏ""""; can whitelist hoac context""",NOR
P1_restored_but_suite_says_never,NOW,NOW,NƠ,NOW,0,1,ctx_fixes,-,never,1,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"NƠ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"now""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,Now,Now,Nơ,Now,0,1,ctx_fixes,-,never,1,0,3,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Nơ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"now""""; modifier key phai case-insensitive, output phai giu case goc""",NOW
P1_restored_but_suite_says_never,now,now,nơ,now,0,1,ctx_fixes,-,never,1,0,3,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"nơ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"nơ""""; can whitelist hoac context""",NOW
P1_restored_but_suite_says_never,parts,parts,parts,parts,1,1,ok_both,-,never,0,1,5,collision_vn_syllable,medium,"never,""restore se lam tu tieng Viet """"pát"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra syllable tieng Viet hop le """"pát""""""",
P1_restored_but_suite_says_never,per,per,per,per,1,1,ok_both,-,never,0,1,3,collision_vn_syllable,medium,"never,""restore se lam tu tieng Viet """"pẻ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra syllable tieng Viet hop le """"pẻ""""""",
P1_restored_but_suite_says_never,RAYS,RAYS,RÁY,RAYS,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RÁY"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rays""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,RAYS,RAYS,RÁY,RAYS,0,1,ctx_fixes,-,never,1,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RÁY"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rays""""; modifier key phai case-insensitive, output phai giu case goc""",RAYS
P1_restored_but_suite_says_never,Rays,Rays,Ráy,Rays,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Ráy"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rays""""; modifier key phai case-insensitive, output phai giu case goc""",RAYS
P1_restored_but_suite_says_never,Rays,Rays,Ráy,Rays,0,1,ctx_fixes,-,never,1,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Ráy"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rays""""; modifier key phai case-insensitive, output phai giu case goc""",RAYS
P1_restored_but_suite_says_never,rays,rays,ráy,rays,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"ráy"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"ráy""""; can whitelist hoac context""",RAYS
P1_restored_but_suite_says_never,rays,rays,ráy,rays,0,1,ctx_fixes,-,never,1,0,4,inflection_trap,high,"never,""restore se lam tu tieng Viet """"ráy"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"ray"""" an toan nhung dang bien cach ra tu tieng Viet """"ráy""""""",RAYS
P1_restored_but_suite_says_never,REFER,REFER,REFER,REFER,1,1,ok_both,-,never,0,1,5,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RỂ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"refer""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,Refer,Refer,Refer,Refer,1,1,ok_both,-,never,0,1,5,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Rể"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"refer""""; modifier key phai case-insensitive, output phai giu case goc""",REFER
P1_restored_but_suite_says_never,refer,refer,refer,refer,1,1,ok_both,-,never,0,1,5,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"rể"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"rể""""; can whitelist hoac context""",REFER
P1_restored_but_suite_says_never,REST,REST,REST,REST,1,1,ok_both,-,never,0,1,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RÉT"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rest""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,Rest,Rest,Rest,Rest,1,1,ok_both,-,never,0,1,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Rét"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"rest""""; modifier key phai case-insensitive, output phai giu case goc""",REST
P1_restored_but_suite_says_never,rest,rest,rest,rest,1,1,ok_both,-,never,0,1,4,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"rét"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"rét""""; can whitelist hoac context""",REST
P1_restored_but_suite_says_never,RUNS,RUNS,RÚN,RUNS,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"RÚN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"runs""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,RUNS,RUNS,RÚN,RUNS,0,1,ctx_fixes,-,never,1,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"RÚN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"runs""""; modifier key phai case-insensitive, output phai giu case goc""",RUNS
P1_restored_but_suite_says_never,Runs,Runs,Rún,Runs,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Rún"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"runs""""; modifier key phai case-insensitive, output phai giu case goc""",RUNS
P1_restored_but_suite_says_never,Runs,Runs,Rún,Runs,0,1,ctx_fixes,-,never,1,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Rún"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"runs""""; modifier key phai case-insensitive, output phai giu case goc""",RUNS
P1_restored_but_suite_says_never,runs,runs,rún,runs,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"rún"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"rún""""; can whitelist hoac context""",RUNS
P1_restored_but_suite_says_never,runs,runs,rún,runs,0,1,ctx_fixes,-,never,1,0,4,inflection_trap,high,"never,""restore se lam tu tieng Viet """"rún"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"run"""" an toan nhung dang bien cach ra tu tieng Viet """"rún""""""",RUNS
P1_restored_but_suite_says_never,see,see,see,see,1,1,ok_both,-,never,1,1,3,collision_vn_syllable,medium,"never,""restore se lam tu tieng Viet """"sê"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra syllable tieng Viet hop le """"sê""""""",
P1_restored_but_suite_says_never,SEEN,SEEN,SÊN,SEEN,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"SÊN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"seen""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,Seen,Seen,Sên,Seen,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Sên"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"seen""""; modifier key phai case-insensitive, output phai giu case goc""",SEEN
P1_restored_but_suite_says_never,seen,seen,sên,seen,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"sên"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"sên""""; can whitelist hoac context""",SEEN
P1_restored_but_suite_says_never,SICS,SICS,SICS,SICS,1,1,ok_both,-,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"SÍC"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"sics""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,Sics,Sics,Sics,Sics,1,1,ok_both,-,never,0,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Síc"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"sics""""; modifier key phai case-insensitive, output phai giu case goc""",SICS
P1_restored_but_suite_says_never,sics,sics,sics,sics,1,1,ok_both,-,never,0,0,4,inflection_trap,high,"never,""restore se lam tu tieng Viet """"síc"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"sic"""" an toan nhung dang bien cach ra tu tieng Viet """"síc"""" (dang suy dien, khong co trong top-10k)""",SICS
P1_restored_but_suite_says_never,SONGS,SONGS,SÓNG,SONGS,0,1,ctx_fixes,-,never,1,0,5,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"SÓNG"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"songs""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,SONGS,SONGS,SÓNG,SONGS,0,1,ctx_fixes,-,never,1,0,5,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"SÓNG"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"songs""""; modifier key phai case-insensitive, output phai giu case goc""",SONGS
P1_restored_but_suite_says_never,Songs,Songs,Sóng,Songs,0,1,ctx_fixes,-,never,1,0,5,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Sóng"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"songs""""; modifier key phai case-insensitive, output phai giu case goc""",SONGS
P1_restored_but_suite_says_never,Songs,Songs,Sóng,Songs,0,1,ctx_fixes,-,never,1,0,5,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Sóng"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"songs""""; modifier key phai case-insensitive, output phai giu case goc""",SONGS
P1_restored_but_suite_says_never,songs,songs,sóng,songs,0,1,ctx_fixes,-,never,1,0,5,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"sóng"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"sóng""""; can whitelist hoac context""",SONGS
P1_restored_but_suite_says_never,songs,songs,sóng,songs,0,1,ctx_fixes,-,never,1,0,5,inflection_trap,high,"never,""restore se lam tu tieng Viet """"sóng"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"song"""" an toan nhung dang bien cach ra tu tieng Viet """"sóng""""""",SONGS
P1_restored_but_suite_says_never,SONS,SONS,SÓN,SONS,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"SÓN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"sons""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,SONS,SONS,SÓN,SONS,0,1,ctx_fixes,-,never,1,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"SÓN"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"sons""""; modifier key phai case-insensitive, output phai giu case goc""",SONS
P1_restored_but_suite_says_never,Sons,Sons,Són,Sons,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Són"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"sons""""; modifier key phai case-insensitive, output phai giu case goc""",SONS
P1_restored_but_suite_says_never,Sons,Sons,Són,Sons,0,1,ctx_fixes,-,never,1,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Són"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"sons""""; modifier key phai case-insensitive, output phai giu case goc""",SONS
P1_restored_but_suite_says_never,sons,sons,són,sons,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"són"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"són""""; can whitelist hoac context""",SONS
P1_restored_but_suite_says_never,sons,sons,són,sons,0,1,ctx_fixes,-,never,1,0,4,inflection_trap,high,"never,""restore se lam tu tieng Viet """"són"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"son"""" an toan nhung dang bien cach ra tu tieng Viet """"són""""""",SONS
P1_restored_but_suite_says_never,TERMS,TERMS,TERMS,TERMS,1,1,ok_both,-,never,0,1,5,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"TÉM"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"terms""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,Terms,Terms,Terms,Terms,1,1,ok_both,-,never,0,1,5,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Tém"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"terms""""; modifier key phai case-insensitive, output phai giu case goc""",TERMS
P1_restored_but_suite_says_never,terms,terms,terms,terms,1,1,ok_both,-,never,0,1,5,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"tém"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"tém""""; can whitelist hoac context""",TERMS
P1_restored_but_suite_says_never,THIS,THIS,THÍ,THIS,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"THÍ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"this""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,This,This,Thí,This,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Thí"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"this""""; modifier key phai case-insensitive, output phai giu case goc""",THIS
P1_restored_but_suite_says_never,this,this,thí,this,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"thí"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"thí""""; can whitelist hoac context""",THIS
P1_restored_but_suite_says_never,THUS,THUS,THÚ,THUS,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"THÚ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"thus""""; modifier key phai case-insensitive, output phai giu case goc""",
P1_restored_but_suite_says_never,THUS,THUS,THÚ,THUS,0,1,ctx_fixes,-,never,1,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"THÚ"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"thus""""; modifier key phai case-insensitive, output phai giu case goc""",THUS
P1_restored_but_suite_says_never,Thus,Thus,Thú,Thus,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word_cased,high,"never,""restore se lam tu tieng Viet """"Thú"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"thus""""; modifier key phai case-insensitive, output phai giu case goc""",THUS
P1_restored_but_suite_says_never,Thus,Thus,Thú,Thus,0,1,ctx_fixes,-,never,1,0,4,inflection_trap_cased,high,"never,""restore se lam tu tieng Viet """"Thú"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). bien the chu hoa cua """"thus""""; modifier key phai case-insensitive, output phai giu case goc""",THUS
P1_restored_but_suite_says_never,thus,thus,thú,thus,0,1,ctx_fixes,-,never,1,0,4,collision_vn_word,high,"never,""restore se lam tu tieng Viet """"thú"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). ra tu tieng Viet hop le """"thú""""; can whitelist hoac context""",THUS
P1_restored_but_suite_says_never,thus,thus,thú,thus,0,1,ctx_fixes,-,never,1,0,4,inflection_trap,high,"never,""restore se lam tu tieng Viet """"thú"""" KHONG THE GO DUOC NUA (chi co 1 duong keystroke). """"thu"""" an toan nhung dang bien cach ra tu tieng Viet """"thú""""""",THUS
